keyword,title,link,authors,journal,year,snippet,full_abstract,pdf_url
Chess By panchatantra,The Teaching of Asia.,https://eric.ed.gov/?id=ED053033,D Johnson,1969,1969,… Excerpts from the Arthasaetra of Kautilya and tales from the Panchatantra are ideal for … the Bhagavad Gital the Panchatantra and the Jatalta dales are in paper back and are mailable in-…,,https://files.eric.ed.gov/fulltext/ED053033.pdf
Chess By panchatantra,Arthashastra: the science of wealth,https://books.google.com/books?hl=en&lr=&id=hrPzapOaUwgC&oi=fnd&pg=PR1&dq=Chess+By+panchatantra&ots=qzC28l-ywP&sig=BFiqxwJbsbT-dvNwNPMaXlZpsxM,TR Trautmann,2012,2012,"… As it says in the Panchatantra, a book for the education of princes, one should pursue wealth and love as if one were immortal, that is, patiently and persistently, but one should pursue …",,
Chess By panchatantra,KALĪLA WA DIMNA AND ITS JOURNEY TO THE WORLD LITERATURES.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15826953&AN=92606908&h=6jsS2xrL5BxEF68FctFehh4zSDoiwCJ9O9O3eOqmdOzaDWYqpSefl9PT3G%2B78NSFZKISzHAVbQrYH8H8VFwC3w%3D%3D&crl=c,G Grigore,Romano-Arabica,2013,"… The original work was brought to Persia from India, together with the game of chess, in the … form can still be found in the Panchatantra. The Arabic version therefore became the basis of …",,
Chess By panchatantra,Age old Indo-Iran ties,https://www.academia.edu/download/60652167/Full_Proceedings.pdf#page=259,W Ahmad,THREE DAY INTERNATIONAL SEMINER,2018,"The present paper primarily highlights historical, socio-political, cultural, and Linguistic age old Indo-Iran Relations. The paper will throw floods of light on the dark avenues of the history …",,https://www.academia.edu/download/60652167/Full_Proceedings.pdf#page=259
Chess By panchatantra,Multifaith Relationships and Civilization-Building in Muslim States and Societies,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003439530-7/multifaith-relationships-civilization-building-muslim-states-societies-arshad-islam,A Islam,South Asian Islam,2023,This chapter explores the pragmatic and benign attitudes of Muslim rulers within a multireligious society in India and analyses the problems of implementing multifaith collaboration …,,
Chess By panchatantra,India: A short history,https://books.google.com/books?hl=en&lr=&id=vtpPEQAAQBAJ&oi=fnd&pg=PT7&dq=Chess+By+panchatantra&ots=p-87Ejq9iX&sig=ZqdSYSu9ODr9lA-FeznkSs6dBRw,A Robinson,2025,2025,"… subtly (and ambivalently) portrayed in The Chess Players using a game, chaturanga, which … reimported into colonial India as the modern game of chess. After a long pause for thought, …",,
Chess By panchatantra,Neguin Yavari. Advice for the Sultan: Prophetic Voices and Secular Politics in Medieval Islam.,https://academic.oup.com/ahr/article-abstract/121/2/681/2582225,J Walbridge,2016,2016,"… of an Indian collection of fables, the Panchatantra, that exists in various recensions in … for example, the interpretation of the rules of chess as an allegory of wise kingship. The prevalence …",,
Chess By panchatantra,"Window to Ancient India: A Tryst with Ancient Science & Philosophy| Part II: Languages, Linguistic Systems and Indian Logic System vis-a-vis the Greeks",https://books.google.com/books?hl=en&lr=&id=HmfEEAAAQBAJ&oi=fnd&pg=PA19&dq=Chess+By+panchatantra&ots=wVNPy1xf4u&sig=jLZTvRtbjtRvZnTqhFhHi2a3MH8,SS Joglekar,2023,2023,"About the Book: Part II traces the evolution of languages from pre-Vedic Sanskrit to modern vernaculars via the Prakrit and the Apabravsha way. Coverage of Sanskrit, Prakrit, …",,
Chess By panchatantra,Mélange: A Collection of Contemporary Poetry & Prose,https://books.google.com/books?hl=en&lr=&id=BzPBEAAAQBAJ&oi=fnd&pg=PA7&dq=Chess+By+panchatantra&ots=Om71VIIMsa&sig=k9sZPKpZNkd7qQLqcMOvSnlySY8,"A Radhakrishna, S Bhageeradhan, N Nandan…",2023,2023,"This time we feature thirteen poems, three short stories, and seven pieces of non-fiction, penned down by a set of people with a shared love for words. Now do yourself a favour and …",,
Chess By panchatantra,FoodForce2: Revolutionizing education,https://ieeexplore.ieee.org/abstract/document/5314121/,"D Gupta, M Taneja, V Singh",2009 International Workshop on …,2009,"… Strategic games like computer chess, sudoku, crosswords and mastermind are very helpful in enhancing the mental skills of a person. However, their scope is limited and they fail to …",,
Chess By panchatantra,Monkey Tales Around the World: A Folklore Anthology,https://books.google.com/books?hl=en&lr=&id=Y3o2EQAAQBAJ&oi=fnd&pg=PP1&dq=Chess+By+panchatantra&ots=VuAeIrTEX0&sig=f8ysc2QTsJj9Gytpz4xXVyRjD28,TL Norton,2024,2024,"… and says that monkeys have even “played at chess."" He follows this fantastic statement with the … first book of the ancient Sanskrit text The Panchatantra which means “five treatises.” Paul …",,
Chess By panchatantra,"Understanding Kauäilya's ArthaàÈstra: Origination, Migration and Diffusion",https://www.idsa.in/wp-content/uploads/2025/03/book_arthasastra-in-a-trascultural-perspectieve_0.pdf#page=79,PK Gautam,The ArthaàÈstra in a Transcultural Perspective,2017,This chapter is about understanding an ancient Indian text on statecraft called Kauäilya’s ArthaàÈstra. 1 Its relevance today makes it a significant text to pursue. According to Johann …,,https://www.idsa.in/wp-content/uploads/2025/03/book_arthasastra-in-a-trascultural-perspectieve_0.pdf#page=79
Chess By panchatantra,Principles of Tantra: Part I and II,https://books.google.com/books?hl=en&lr=&id=OnzrDwAAQBAJ&oi=fnd&pg=PP1&dq=Chess+By+panchatantra&ots=iioiVF9RBO&sig=BeHGPcYiiE8lv0JWhG8C7jNJ1Fo,J Woodroffe,2014,2014,"The present work is a defense of the Tantra, of which Sastra the author is an adherent and a polemic, undertaken in the interests of Hindu orthodoxy in its Sakta and Tantrika form …",,
Chess By panchatantra,Know and Grow With Derek,https://books.google.com/books?hl=en&lr=&id=S-LjHDVB31kC&oi=fnd&pg=PA1&dq=Chess+By+panchatantra&ots=Y30y5eDPKd&sig=CCz6SJO5cBzdphtT49rktOXr8bE,D O'Brien,books.google.com,,"… Some say that the game of chess was first played in India. In India, it was known as shatranj. … the Monkey are taken from the Panchatantra, a collection of stories written many, many …",,
Chess By panchatantra,India-studies in the History of an Idea,https://www.academia.edu/download/30169270/Khusrau.pdf,I Habib,2005,2005,"… Apart from the invention of the numerals, especially zero, Amir Khusrau also mentions the invention of chess (sharranj) by the Indians which according to him was ‘a unique contribution …",,https://www.academia.edu/download/30169270/Khusrau.pdf
Chess By panchatantra,"AN APOCRYPHAL WORK: THE"" JĀVIDĀN KHIRAD"" OF MISKAWAYH",https://www.jstor.org/stable/20837004,MS Khan,Islamic studies,1998,… He translated the well-known Indian book Panchatantra from Pahlavl into Arabic entitled Kalilah wa Dimnah3* which was brought from India by no less than the Vizier Burzveh and …,,
Chess By panchatantra,Fathering to ensure child's success: What urban Indian fathers do?,https://journals.sagepub.com/doi/abs/10.1177/0192513x12461136,"R Sriram, GK Sandhu",Journal of Family Issues,2013,"In a globalizing urban India, middle-class parents are extremely anxious about their child’s success and future in a competitive world. In this context, the present article attempts to …",,https://www.researchgate.net/profile/Rajalakshmi-Sriram/publication/258151321_Fathering_to_Ensure_Child's_Success_What_Urban_Indian_Fathers_Do/links/5785dbb308ae36ad40a4ca6f/Fathering-to-Ensure-Childs-Success-What-Urban-Indian-Fathers-Do.pdf
Chess By panchatantra,The Meaning of India: Essays,,R Rao,2020,2020,,,
Chess By panchatantra,Chanakya on management,https://books.google.com/books?hl=en&lr=&id=qSxYSRGiW50C&oi=fnd&pg=PT19&dq=Chess+By+panchatantra&ots=TOV48B1dPX&sig=ahUBj3_qmpRnBa1Jc7ffmO_mwRs,AR Garde,2006,2006,… He or she may then read Panchatantra and … This is like playing chess: you decide your moves after considering the counter moves of the opponent. Also after thinking of what others like …,,
Chess By panchatantra,Hindu culture during and after Muslim rule: Survival and subsequent challenges,https://books.google.com/books?hl=en&lr=&id=wVr_f_gXOX4C&oi=fnd&pg=PP11&dq=Chess+By+panchatantra&ots=_YwSEL2xav&sig=y_8J_eN_raRndwbaddiJUGXI8LA,R Gopal,1994,1994,… from Indian literary works like Panchatantra gained great popularity among Arabs. The games like chess and Chausar which were transmitted to other parts of the world by Arabia were …,,
Chess By panchatantra,The Contribution of Muslim-Buddhist Relation on Islamic Civilization,http://abqarijournal.usim.edu.my/index.php/abqari/article/view/321,"AF Ramli, J Awang, Z Ab Rahman",'Abqari Journal,2020,"… Some of the stories of the Arabian Nights’ Entertainments are attributed to Indian origin, and Arabic translations of the Panchatantra, popularly known as the story of Kalilah wa Dimna, …",,http://abqarijournal.usim.edu.my/index.php/abqari/article/download/321/186
Chess By panchatantra,Let's Go Time Travelling,https://books.google.com/books?hl=en&lr=&id=2F9y5MvccaEC&oi=fnd&pg=PT6&dq=Chess+By+panchatantra&ots=2XGJfW7xOU&sig=9LyDLbYEOtD_BvbrtOhsz6TQ5As,SS Gupta,2012,2012,"… Chess players can still be seen brooding over their boards in parks across Spain. Here it evolved into the chess we know today. Somewhere along the way the dice disappeared, the …",,
Chess By panchatantra,An Evaluation of Programme for Enhancing Academic and Behavioural Learning Skills (PEABLS) for Enhancing Behavioral and Cognitive Skills among …,https://jiaap.in/wp-content/uploads/2024/07/12-Pratima.pdf,"P Kaushik, SPK Jena",Journal of the Indian Academy of Applied Psychology,2021,The present study aimed to develop behavioral and cognitive aspects of self-regulation and resilience in students with learning difficulty using the Program for Enhancing Academic and …,,https://jiaap.in/wp-content/uploads/2024/07/12-Pratima.pdf
Chess By panchatantra,Magic Realism in Yann Martel's Life of Pi,https://books.google.com/books?hl=en&lr=&id=Ihm70dIkWIMC&oi=fnd&pg=PA168&dq=Chess+By+panchatantra&ots=qdlgxAx9b9&sig=UmL8l6mXcWT4_kOCH22rNhroBk8,B Nayak,Studies in English Literature,2002,"… novel provides a magic example of storytelling , as in the Panchatantra, that combines something of a fable with a human story of adventure amidst the hostile forces of nature to prepare …",,
Chess By panchatantra,Management education and case method as a pedagogy,https://journals.sagepub.com/doi/abs/10.1177/0256090920050107,AK Jain,Vikalpa,2005,… Panchatantra The Panchatantra in India is the first known collection of fables and tales used … between the nerves that probably distinguishes the chess grandmaster from the master. The …,,https://journals.sagepub.com/doi/pdf/10.1177/0256090920050107
Chess By panchatantra,Wisdom: A history,https://books.google.com/books?hl=en&lr=&id=JoakCwAAQBAJ&oi=fnd&pg=PT6&dq=Chess+By+panchatantra&ots=pnJmY4SVNI&sig=EqUFsOUmDXbHh2gWo7DCA6uWF00,T Curnow,2015,2015,"“There’s no fool like an old fool,” the saying goes. What is it about wisdom that sets it apart from mere intelligence? What is that elusive difference between a simple grasp of the facts …",,
Chess By panchatantra,Merchant Tales and the Emergence of the Novel in Hindi,https://www.jstor.org/stable/40277878,V Dalmia,Economic and Political Weekly,2008,"Did the literary production that was ushered in, by and in Opposition to the colonial presence, signify a rupture with past traditions? Must the emergence of the novel be seen as a radical …",,
Chess By panchatantra,A Beautiful Life 3,https://books.google.com/books?hl=en&lr=&id=UQtSdLHnDLEC&oi=fnd&pg=PA19&dq=Chess+By+panchatantra&ots=555QAUO2U-&sig=o4pdPtDVrX6zxvwdcVARlS_1soI,S Shubha,2008,2008,"… Vishwanathan Anand's mother taught him chess when he was just six, Whenever he had some free time, he would bring the chessboard … And today, he is the world champion in chess. …",,
Chess By panchatantra,Vedic Scriptures and National Security,https://annauniv.edu/CARIT/Gopal_Kalanidhi_Security.pdf,A Kalanidhi,annauniv.edu,,"… Panchatantra, is a collection of five volumes of stories written by a teacher to help instruct the different … The panchatantra tales delineate the timing for deploying relevant strategies. …",,https://annauniv.edu/CARIT/Gopal_Kalanidhi_Security.pdf
Chess By panchatantra,The origin of the Book of Sindbad,https://search.proquest.com/openview/7caf2776df669cee5119672e166140fc/1?pq-origsite=gscholar&cbl=1818081,BE Perry,Fabula,1959,"BE Perry, U rb ana Illinois The Origin of the Book of Sindbad Preface The literary-historical problem with which this essay deals is one which? has been neglected, unfortunately, by the …",,
Chess By panchatantra,An Entertaining Practical Guide To Political Ethics: Hezarfen Hüseyin's Enîsü'l-Ârifîn,https://research.sabanciuniv.edu/id/eprint/48738/,AE Koç,2023,2023,"… ve Dimne is often back to a Sanskrit work titled Panchatantra. However, there is no singular sourcebook for the Panchatantra stories.The stories’ journey from India started with Hüsrev I’…",,https://research.sabanciuniv.edu/id/eprint/48738/1/10569395.pdf
Chess By panchatantra,Intertextual Animals: Illustrated Kalīla wa-Dimna Manuscripts in Context,https://brill.com/downloadpdf/display/book/edcoll/9789004498143/BP000015.pdf,A Contadini,Les périples de Kalila et Dimna: Itinéraires de fables …,2022,"… , a story about the introduction of chess, as well as one about … to Khusraw Anushirwan with a chess set and a message written … of Buzurgmihr, the solver of the chess puzzle who is also …",,https://brill.com/downloadpdf/display/book/edcoll/9789004498143/BP000015.pdf
Chess By panchatantra,"Salman Rushdie's East, West as a Cultural Bridge of East and West",https://elibrary.tucl.edu.np/items/7a48dd5d-09ba-47c8-bddd-a04dc24bf34b,KR Kafle,2013,2013,"… Panchatantra and thereby claim the coming of Indian form of writings in the Western world. (… the lazy ones, I guess, because in spite of that chess game I had Dodo on my side. And the …",,https://elibrary.tucl.edu.np/bitstreams/45b36bb0-b190-48d9-a962-048e3ce222e7/download
Chess By panchatantra,Obituary: Bengt Holbek (1933-1992),https://www.jstor.org/stable/541968,W Hansen,1993,1993,"… of an early Danish translation of the Panchatantra together with a detailed introduction and notes. … He cultivated billiards, played bridge and chess. He followed most of the major sports …",,
Chess By panchatantra,Subverting the dominant structure through graphic narratives: from the dissenting printed comics to the subcultural noise of webcomics,https://www.tandfonline.com/doi/abs/10.1080/21504857.2021.2010996,D Nayek,Journal of Graphic Novels and Comics,2021,"… the country’s age-old folklores, the Panchatantra and Jataka stories. Another novel initiative of ACK … the historic chess game between a chess computer and a contemporary chess world …",,
Chess By panchatantra,Swimming upstream: Laxmanshastri Joshi and the evolution of modern India,https://books.google.com/books?hl=en&lr=&id=zbSmDwAAQBAJ&oi=fnd&pg=PT13&dq=Chess+By+panchatantra&ots=JdROPlIrTD&sig=GPpHwEt_HwHzan15nnsU7hLl6aI,"AC Khandkar, AC Khandkar",2019,2019,"… of fables with morals, wisdom, and diplomacy similar to the Panchatantra and Aesop's Fables. This was followed by Raghuvansha, Kiratārjuniya and Shishupālvadha, classic poems …",,
Chess By panchatantra,Indian Anthropology,https://books.google.com/books?hl=en&lr=&id=V4tjEQAAQBAJ&oi=fnd&pg=PA358&dq=Chess+By+panchatantra&ots=a6B1fXEWCs&sig=06UQJOQv4d8O_XX6IUFcum_iTy8,G Pandey,2022,2022,… Stories of birds and animals written in Hitopadesha and Panchatantra were influenced by Greek writers. The medicine was also influenced by Greek medicine. The impact of Greek on …,,
Chess By panchatantra,"The classic tales: 4,000 years of Jewish Lore",https://books.google.com/books?hl=en&lr=&id=oCg_zkIe-uEC&oi=fnd&pg=PP1&dq=Chess+By+panchatantra&ots=TmMVJkTl82&sig=tdLeKykrgoO1NijhsIWi6cMUggc,E Frankel,1989,1989,"… their five-hundredyear conversation and lapsed into silence, others took up the thread, spinning new midrashim and borrowing freely from the tales of other peoples: the Panchatantra of …",,
Chess By panchatantra,About Kashmiri Pandits,https://link.springer.com/chapter/10.1007/978-981-15-6537-3_2,BK Koul,The Exiled Pandits of Kashmir: Will They Ever Return …,2020,"This chapter provides important details about Kashmir and Kashmiri Pandits, including (a) etymology and geology of the Kashmir valley; and (b) genealogy, culture, secularism and …",,
